,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,overall_score
6117,15,2,1,3,0.6,63.0,0,1,0,3,22.7
6118,17,0,1,1,3.4,57.6,1,0,0,5,50.6
6119,15,2,1,3,7.5,69.3,0,1,1,2,81.3
6120,15,1,0,0,3.9,95.4,0,0,0,4,62.3
6121,17,1,1,4,6.7,68.6,0,1,0,5,80.6
6122,18,2,1,0,7.0,63.6,1,3,0,4,76.8
6123,16,1,0,2,3.0,97.9,0,2,1,4,61.0
6124,14,0,1,4,6.9,85.8,0,3,0,1,83.4
6125,15,2,1,2,3.3,68.5,0,1,1,5,60.8
6126,14,2,1,2,0.7,87.5,0,2,1,4,45.2
6127,19,0,0,4,5.7,81.9,0,2,1,1,81.0
6128,15,2,0,3,6.7,92.7,0,3,0,5,82.7
6129,16,1,1,4,3.9,55.6,1,0,1,1,49.7
6130,14,0,1,3,1.8,77.0,0,3,0,3,47.8
6131,16,1,1,1,5.1,85.1,0,2,0,2,68.9
6132,19,2,0,3,6.0,99.9,0,2,0,2,94.7
6133,16,0,0,3,5.4,80.1,0,1,0,5,82.7
6134,17,2,1,4,3.2,57.0,1,3,1,1,49.6
6135,15,2,1,2,3.3,98.6,0,0,1,2,58.5
6136,14,2,1,5,4.6,72.9,0,1,0,0,60.3
6137,18,0,1,2,2.0,74.4,1,2,0,0,36.2
6138,14,0,0,4,6.8,62.7,0,0,1,0,75.2
6139,16,2,0,2,1.3,90.7,1,3,0,3,52.9
6140,15,1,1,5,4.1,76.5,0,2,0,1,59.4
6141,14,1,1,0,6.9,98.7,0,1,0,3,100.0
6142,17,1,1,2,4.5,76.0,0,3,0,1,73.6
6143,19,1,1,2,6.2,59.0,0,0,0,2,80.3
6144,14,1,0,2,2.3,88.5,0,1,1,5,60.4
6145,18,1,0,3,3.8,57.4,0,0,0,0,47.3
6146,17,1,0,2,5.8,64.2,0,2,1,5,74.3
6147,18,1,0,5,7.2,97.0,0,0,0,4,94.9
6148,14,1,0,4,5.3,98.8,0,0,1,4,76.4
6149,19,2,0,4,2.3,88.8,0,3,0,4,62.3
6150,14,1,0,2,1.6,60.3,0,1,1,3,46.2
6151,19,2,1,2,6.8,87.1,1,3,0,5,86.8
6152,17,1,0,1,4.7,79.7,0,0,0,3,76.3
6153,16,2,0,0,1.9,72.3,0,2,1,1,54.0
6154,14,1,1,1,4.1,72.3,1,3,0,3,70.7
6155,17,1,0,1,1.4,72.7,1,3,1,2,35.5
6156,14,0,1,2,1.3,66.1,1,2,1,3,27.3
6157,17,0,0,5,7.4,76.9,0,2,0,5,83.7
6158,18,2,1,0,4.6,51.8,0,0,1,1,51.0
6159,15,0,1,5,2.4,92.4,0,0,1,1,51.5
6160,15,0,1,0,7.1,94.9,1,0,0,2,92.3
6161,15,2,1,0,8.0,69.5,0,0,1,2,98.0
6162,15,2,1,3,7.1,97.4,0,1,1,5,92.7
6163,14,1,1,3,6.1,88.8,0,3,0,0,92.4
6164,15,1,1,3,7.7,92.4,1,1,1,0,100.0
6165,17,1,1,4,2.0,94.6,0,1,1,3,45.5
6166,15,2,1,1,7.1,67.0,0,0,1,4,93.3
6167,18,1,1,3,3.2,90.6,0,2,1,2,57.4
6168,18,0,0,0,0.7,57.3,0,2,1,0,32.6
6169,18,1,1,1,0.7,98.9,0,3,0,2,51.1
6170,17,0,1,1,1.9,79.8,0,3,1,3,44.6
6171,15,2,0,5,6.3,84.7,0,1,1,4,92.0
6172,19,0,0,1,7.2,65.3,0,2,1,5,89.9
6173,15,1,0,3,1.5,51.6,0,3,0,1,38.0
6174,16,0,0,0,6.8,58.2,1,0,0,4,85.4
6175,16,2,1,5,6.2,57.1,0,0,0,2,69.4
6176,18,1,0,3,0.9,72.1,0,2,0,0,40.6
6177,17,0,0,1,6.0,64.6,0,2,0,2,73.7
6178,18,2,1,4,0.8,97.2,0,2,0,3,49.1
6179,19,1,0,3,2.5,92.1,0,0,0,2,61.6
6180,16,1,1,2,4.5,77.0,0,0,1,0,69.5
6181,19,0,1,5,7.3,92.6,0,1,0,4,100.0
6182,15,0,0,4,1.3,79.3,0,0,1,3,36.9
6183,19,2,1,1,3.1,96.0,0,1,1,3,53.8
6184,15,1,0,0,4.8,87.3,0,3,1,1,76.6
6185,19,1,0,4,6.1,86.8,0,0,1,1,74.8
6186,16,2,1,5,7.4,63.7,0,1,1,2,79.8
6187,19,1,0,4,4.0,89.7,0,3,1,0,61.4
6188,14,1,0,5,6.8,88.6,0,3,0,1,86.8
6189,16,2,0,3,5.1,54.0,0,0,1,3,72.2
6190,19,0,1,5,2.0,52.9,0,3,1,4,41.0
6191,14,1,0,3,4.8,94.1,1,0,1,4,66.8
6192,15,2,1,0,2.9,98.9,0,2,0,3,72.3
6193,14,0,0,1,5.8,80.2,0,0,0,1,87.6
6194,15,0,0,1,2.6,58.5,1,1,1,5,48.5
6195,16,1,1,5,2.5,71.1,1,0,1,2,54.1
6196,17,0,0,1,7.6,51.1,0,3,1,2,74.6
6197,15,0,1,0,7.3,91.1,0,3,1,3,95.6
6198,14,0,0,0,3.9,55.2,0,2,1,1,52.4
6199,15,2,0,5,6.2,66.8,0,2,1,2,79.5
6200,19,0,0,2,7.9,78.1,0,2,0,5,99.1
6201,19,2,0,5,1.2,84.9,0,3,1,4,38.7
6202,15,1,1,1,5.0,95.4,0,3,1,5,73.8
6203,15,2,1,3,2.4,71.1,0,1,1,3,55.1
6204,14,0,1,5,6.5,59.6,0,0,0,5,71.4
6205,19,2,0,0,1.3,55.4,0,1,0,5,29.6
6206,18,1,0,5,6.4,82.9,1,2,1,1,88.5
6207,18,2,0,0,2.0,56.4,0,0,0,0,42.9
6208,15,2,1,4,3.9,82.9,0,1,1,2,61.9
6209,17,1,0,4,6.6,72.8,1,2,1,4,91.4
6210,14,2,1,2,1.0,70.8,0,3,1,3,33.3
6211,18,0,1,4,7.5,63.0,0,1,0,4,80.4
6212,17,1,0,3,2.1,95.1,0,3,1,4,46.4
6213,15,1,0,0,4.3,85.8,0,1,0,5,66.5
6214,18,2,1,0,6.0,76.2,1,2,0,4,81.0
6215,17,2,0,5,1.4,71.2,0,3,1,0,31.5
6216,16,2,1,1,5.1,68.0,0,0,0,2,58.0
6217,15,2,1,5,4.4,70.0,0,2,0,3,61.0
6218,14,2,1,2,4.9,92.7,1,0,0,2,76.0
6219,19,2,1,4,5.5,71.1,0,2,1,2,67.9
6220,15,1,1,0,3.7,50.2,0,0,0,2,41.2
6221,15,0,1,0,2.7,96.2,0,2,1,3,64.6
6222,18,2,0,0,1.9,79.6,0,0,1,3,43.7
6223,15,0,1,4,7.5,58.3,0,2,1,0,77.9
6224,16,0,0,3,3.5,56.3,0,0,0,2,48.4
6225,18,2,1,5,2.6,68.8,0,2,1,1,46.3
6226,17,0,1,4,0.9,80.6,0,1,0,4,36.1
6227,17,0,0,1,6.1,97.0,0,3,1,4,92.6
6228,14,1,0,3,4.5,52.7,1,0,1,3,61.3
6229,16,1,0,5,1.9,67.6,1,3,0,1,33.0
6230,16,0,0,2,7.2,62.9,0,1,1,0,79.8
6231,17,1,0,5,7.5,71.1,0,3,0,4,89.9
6232,14,0,1,0,7.1,89.6,0,2,0,3,99.3
6233,14,0,0,2,4.7,57.9,0,1,0,3,57.1
6234,18,0,0,4,3.3,96.7,0,1,1,4,55.6
6235,18,2,0,5,1.7,62.8,0,1,1,1,45.7
6236,18,1,0,1,3.3,87.6,1,2,1,3,65.8
6237,15,2,0,0,5.1,82.0,0,2,1,4,74.9
6238,19,0,1,1,2.2,77.4,0,2,0,3,50.3
6239,15,2,1,2,4.0,92.2,0,1,0,4,74.0
6240,17,2,1,3,4.8,80.4,0,1,0,2,71.1
6241,14,1,1,3,6.0,89.1,0,0,1,4,86.0
6242,19,2,1,4,1.2,79.5,0,2,0,5,51.3
6243,15,1,0,0,7.0,86.0,0,2,0,4,84.9
6244,18,1,0,2,3.9,52.4,1,1,1,4,54.8
6245,15,2,1,2,4.9,82.3,0,0,1,0,77.9
6246,18,1,0,4,7.6,94.4,1,2,1,4,91.5
6247,16,1,0,2,1.8,82.5,0,1,1,2,55.8
6248,14,2,1,4,7.1,90.9,0,3,1,4,89.0
6249,15,1,1,1,6.5,99.5,0,2,0,2,97.2
6250,18,0,1,2,8.0,57.8,0,1,0,3,89.6
6251,15,2,1,3,3.4,84.5,0,0,1,4,62.0
6252,15,2,1,3,1.5,94.9,0,2,1,0,58.5
6253,17,0,0,4,0.6,51.4,0,1,0,4,23.9
6254,15,2,0,2,6.4,58.7,1,2,1,3,73.9
6255,14,0,0,0,1.5,62.5,0,1,1,3,37.6
6256,17,0,1,3,2.8,94.0,0,1,0,4,68.0
6257,18,2,1,3,7.9,98.9,0,1,1,3,100.0
6258,18,1,0,1,3.8,95.7,0,2,0,2,77.7
6259,19,1,1,1,2.2,73.7,0,2,0,5,54.1
6260,14,1,0,0,6.1,83.4,0,3,1,1,81.8
6261,16,0,1,3,2.5,55.2,0,1,0,0,37.7
6262,15,2,0,0,4.5,99.0,0,3,1,4,84.5
6263,19,0,0,5,1.7,97.2,0,2,1,1,45.4
6264,17,2,0,1,4.0,79.8,0,1,1,4,54.7
6265,14,2,0,4,1.3,57.2,0,0,1,1,33.9
6266,18,0,0,4,6.3,97.4,1,0,0,0,91.4
6267,14,1,0,0,3.2,94.8,0,0,1,5,67.1
6268,15,0,1,3,2.9,99.5,0,0,1,2,61.2
6269,18,1,1,0,8.0,75.4,0,0,0,5,100.0
6270,17,1,1,2,6.7,67.4,0,2,1,1,84.2
6271,18,0,0,5,4.7,68.9,0,3,1,0,72.1
6272,17,2,0,3,7.6,74.9,0,1,1,1,98.0
6273,19,2,0,1,2.1,95.6,0,3,0,5,62.8
6274,17,0,0,4,4.8,56.4,0,3,1,3,62.8
6275,14,2,1,4,7.5,82.4,1,3,1,4,84.9
6276,14,2,1,4,4.8,95.8,0,1,0,5,70.9
6277,18,1,0,3,2.8,63.7,0,3,1,2,41.6
6278,14,2,0,5,6.6,76.3,0,1,1,0,83.1
6279,16,0,0,1,1.5,89.7,1,3,1,1,41.1
6280,14,2,0,1,1.6,75.7,1,0,1,5,39.3
6281,15,2,1,1,6.0,76.4,0,1,0,1,73.1
6282,17,1,1,1,1.0,88.3,0,3,1,2,49.0
6283,15,2,0,1,0.9,58.2,0,2,0,5,34.0
6284,16,2,0,4,3.3,85.7,0,1,1,4,67.1
6285,19,2,1,3,3.5,95.7,0,2,0,2,56.6
6286,14,1,0,3,4.0,55.1,0,0,0,1,58.1
6287,14,2,0,1,6.1,53.0,0,1,1,0,60.2
6288,15,1,1,2,4.8,54.4,0,2,0,0,57.6
6289,18,1,1,4,5.9,86.8,0,2,1,5,71.9
6290,16,0,0,1,0.9,69.6,0,2,0,0,40.5
6291,17,0,0,1,2.9,73.2,1,0,0,1,47.2
6292,14,2,0,2,7.7,86.4,1,1,1,0,98.0
6293,18,1,1,1,3.7,76.2,0,2,0,0,51.4
6294,14,1,1,5,2.2,80.0,0,2,1,1,39.9
6295,18,2,1,4,7.9,92.5,0,3,1,4,100.0
6296,14,0,0,3,3.6,72.6,0,2,1,4,66.2
6297,19,0,1,1,4.1,93.7,0,0,0,0,65.1
6298,15,0,0,1,2.2,76.2,0,2,0,1,57.2
6299,15,0,1,4,5.4,70.1,0,0,1,0,63.3
6300,16,1,1,1,2.1,63.1,0,2,0,1,35.7
6301,14,2,1,0,5.1,86.5,0,2,0,3,74.4
6302,14,0,1,1,6.2,81.1,0,0,0,0,84.8
6303,17,1,0,0,5.4,90.4,0,2,0,3,76.5
6304,15,0,1,3,1.2,77.3,1,0,0,4,39.4
6305,16,2,0,2,1.1,93.3,0,1,1,5,38.5
6306,18,1,1,1,6.8,64.4,0,2,0,1,89.3
6307,14,0,0,2,7.3,86.5,0,3,0,2,85.6
6308,16,1,1,5,1.5,69.7,0,0,0,4,31.2
6309,15,1,0,0,3.3,55.7,0,1,0,3,41.7
6310,16,2,1,4,5.4,76.4,0,0,0,5,68.1
6311,15,0,0,0,6.8,61.6,0,2,1,4,71.0
6312,14,2,0,5,7.3,53.1,0,3,1,3,75.4
6313,14,2,1,3,5.7,68.2,1,3,0,2,64.0
6314,19,0,0,1,1.6,98.9,0,3,0,4,46.4
6315,14,2,1,4,6.3,94.7,0,3,0,1,82.5
6316,18,2,0,0,6.9,99.0,1,2,0,0,85.0
6317,19,1,1,2,3.1,51.4,1,0,1,4,37.2
6318,16,0,0,2,4.2,57.6,1,1,0,2,60.3
6319,15,1,0,0,1.7,61.8,0,0,0,1,43.8
6320,18,1,1,5,2.8,86.8,0,0,0,3,51.8
6321,19,0,1,3,7.0,98.9,0,2,1,0,99.7
6322,14,1,0,1,1.2,70.3,0,2,1,3,35.9
6323,19,2,1,0,6.2,79.2,0,0,1,0,78.1
6324,19,1,0,3,1.2,54.4,0,3,0,2,35.3
6325,14,2,1,1,2.7,81.5,1,3,1,3,60.6
6326,14,0,1,5,4.9,95.0,0,0,1,1,79.0
6327,18,2,1,5,0.5,83.0,0,1,1,5,37.5
6328,14,1,0,2,5.6,82.7,0,2,1,1,77.2
6329,17,0,0,5,2.9,74.4,0,2,1,2,49.2
6330,14,2,1,4,6.1,72.5,0,2,0,4,83.7
6331,18,1,0,4,7.8,68.5,0,0,1,0,94.9
6332,15,1,1,2,3.6,91.0,1,1,0,2,70.6
6333,14,0,1,0,0.7,82.2,0,0,1,0,46.0
6334,14,2,1,3,6.9,65.0,0,1,1,0,89.6
6335,15,0,1,0,2.6,75.9,0,3,1,1,59.4
6336,17,0,0,3,1.6,55.8,0,0,1,0,39.6
6337,14,0,1,5,7.1,52.3,0,2,0,3,74.9
6338,18,1,0,2,2.2,56.8,0,1,0,4,44.4
6339,17,0,1,1,5.0,93.4,0,1,0,5,85.6
6340,15,2,0,2,2.4,62.9,0,2,0,0,37.5
6341,19,0,1,3,5.8,98.2,0,1,1,5,77.4
6342,17,2,0,3,5.4,66.9,0,3,1,5,72.6
6343,18,2,1,5,4.3,70.5,1,1,0,0,63.4
6344,15,2,1,3,4.7,90.6,0,2,1,3,69.4
6345,18,0,1,3,2.2,61.2,1,3,1,5,39.2
6346,17,0,1,1,0.7,95.5,0,3,1,3,38.4
6347,19,2,1,5,6.5,82.7,0,1,0,2,88.7
6348,16,1,0,3,7.2,53.1,1,2,1,0,84.2
6349,18,2,0,2,6.3,97.8,0,1,1,5,83.6
6350,16,0,0,1,5.8,64.4,0,0,0,5,70.8
6351,14,1,0,4,4.0,61.6,0,2,1,0,49.3
6352,14,0,0,3,4.9,94.9,0,0,0,1,68.3
6353,19,1,0,5,5.7,66.3,0,3,0,1,63.3
6354,18,0,1,4,0.7,86.1,0,2,0,4,38.1
6355,16,2,0,0,3.7,51.7,0,3,1,1,56.4
6356,18,1,1,4,2.2,96.1,0,2,1,0,52.8
6357,14,0,1,1,3.2,70.5,0,3,1,4,57.6
6358,14,1,0,5,6.1,58.9,0,3,0,4,73.6
6359,17,1,1,2,3.2,99.1,0,2,1,0,63.3
6360,17,2,0,0,6.0,87.1,0,1,0,5,76.2
6361,19,1,0,2,7.8,89.7,0,0,0,1,91.9
6362,18,1,1,2,7.4,75.0,0,3,1,0,92.1
6363,15,2,0,3,6.7,84.4,0,1,0,4,83.9
6364,18,1,1,4,6.9,64.5,1,3,1,3,84.8
6365,16,2,1,1,3.5,75.9,0,0,0,4,60.5
6366,18,2,0,1,6.0,69.0,0,3,0,3,79.0
6367,15,2,1,4,5.5,71.3,0,2,0,2,76.2
6368,14,2,0,4,7.9,50.2,1,2,0,3,82.2
6369,14,2,1,2,4.8,90.5,0,1,0,1,72.8
6370,19,1,0,5,3.7,60.9,0,2,1,2,56.8
6371,14,1,0,4,6.8,73.7,0,1,0,0,92.8
6372,19,0,1,2,6.1,82.9,0,3,0,4,83.9
6373,18,2,0,5,1.4,51.7,1,1,0,2,39.0
6374,14,2,0,1,5.0,67.1,0,3,1,0,61.3
6375,19,2,1,5,4.9,63.2,0,1,0,3,56.2
6376,14,2,0,4,5.2,56.6,0,2,0,3,66.7
6377,14,1,1,4,7.6,90.7,0,0,1,4,94.5
6378,17,0,0,0,5.0,77.1,0,1,1,1,73.7
6379,15,2,1,5,7.0,72.8,1,3,1,5,77.9
6380,15,2,1,0,3.2,56.6,1,1,0,3,46.2
6381,15,2,1,4,0.9,75.7,0,0,0,3,45.1
6382,17,1,1,1,3.3,63.4,0,1,0,0,47.4
6383,14,1,0,4,4.5,56.3,0,2,0,3,67.9
6384,15,0,1,4,6.7,76.3,0,0,0,2,85.7
6385,17,0,0,4,5.2,84.1,0,3,0,5,80.8
6386,16,2,0,3,3.8,52.8,0,3,0,4,48.5
6387,18,0,0,5,4.0,52.8,0,1,1,2,52.3
6388,15,0,0,3,8.0,86.9,0,3,1,3,97.2
6389,17,2,0,2,1.6,60.3,0,1,0,3,41.9
6390,18,1,0,2,2.0,57.7,1,1,1,2,32.2
6391,16,0,0,2,5.2,98.1,0,3,1,4,80.4
6392,15,1,0,4,5.8,59.0,0,3,1,3,60.9
6393,17,1,0,5,3.5,84.2,0,2,0,0,66.9
6394,17,0,0,2,0.7,90.7,1,1,1,3,32.8
6395,14,1,0,0,4.4,66.4,0,2,1,5,60.4
6396,17,1,1,0,1.6,73.2,0,1,0,1,38.5
6397,14,2,1,0,0.9,77.7,0,3,0,2,34.9
6398,17,0,1,1,3.1,60.0,1,1,0,2,41.1
6399,19,2,0,0,1.5,64.8,0,0,1,0,42.8
6400,17,0,0,0,3.8,98.2,1,2,1,0,64.2
6401,18,2,1,0,6.2,63.7,0,2,0,2,75.1
6402,15,2,1,1,0.9,90.6,0,3,1,2,51.6
6403,19,1,0,3,4.2,76.8,0,0,0,3,65.3
6404,18,0,1,1,4.2,82.3,0,2,0,0,67.2
6405,19,0,0,0,0.5,72.9,1,0,0,3,26.0
6406,18,1,1,4,6.0,79.4,0,2,1,1,83.4
6407,17,2,0,2,1.2,77.0,0,1,1,4,36.5
6408,17,2,1,1,7.5,74.1,0,1,1,4,88.3
6409,19,0,0,3,5.3,90.1,0,2,1,2,77.1
6410,19,0,1,0,2.7,94.0,1,3,0,2,54.1
6411,16,1,0,5,7.4,62.8,0,2,0,4,75.5
6412,14,1,0,4,3.5,56.8,0,2,0,2,53.7
6413,14,2,1,3,2.5,90.6,0,3,1,0,63.1
6414,15,2,1,2,3.4,60.6,0,2,1,4,43.5
6415,14,1,1,3,5.1,93.3,0,3,0,4,75.3
6416,15,1,0,4,5.9,55.1,0,0,0,4,66.2
6417,14,1,0,2,5.5,54.6,0,1,0,0,57.5
6418,19,1,0,0,7.4,59.1,1,1,0,2,79.0
6419,14,2,0,5,7.7,50.6,0,1,0,2,80.5
6420,17,0,0,4,2.0,87.4,0,2,0,5,57.4
6421,16,2,0,5,7.3,69.9,0,2,1,3,77.3
6422,15,2,1,4,1.3,97.3,0,3,1,3,48.7
6423,18,1,1,3,7.7,68.3,0,2,1,4,86.4
6424,19,1,1,5,2.4,85.1,0,2,1,1,62.6
6425,18,1,0,4,2.5,84.2,0,0,1,1,63.0
6426,19,2,1,5,3.7,66.2,0,2,1,4,65.0
6427,17,0,0,0,1.9,94.6,0,1,0,4,50.0
6428,18,1,0,5,6.7,69.9,0,3,1,4,77.0
6429,14,1,1,1,1.4,77.6,1,0,1,0,34.6
6430,19,2,0,1,3.8,69.9,0,0,0,0,66.3
6431,18,0,1,2,7.3,71.8,0,1,0,4,82.9
6432,15,0,0,2,5.3,52.7,0,2,1,3,67.8
6433,16,1,1,2,5.1,65.5,0,1,1,2,61.1
6434,17,1,0,2,8.0,97.4,0,3,1,4,97.9
6435,14,2,0,1,0.7,91.6,0,1,0,4,44.9
6436,18,0,0,5,2.9,94.0,0,1,0,4,63.7
6437,15,0,0,3,1.4,85.6,0,3,1,5,41.7
6438,14,1,1,1,1.9,82.7,0,1,0,3,46.9
6439,15,1,0,0,2.1,94.9,0,3,0,3,54.1
6440,19,0,1,4,5.2,76.9,0,1,1,0,82.2
6441,15,0,1,2,2.5,95.8,0,3,0,3,61.3
6442,17,1,1,4,5.5,70.8,0,0,0,2,68.7
6443,18,0,1,0,6.0,79.9,0,0,1,0,72.8
6444,14,2,1,5,3.5,73.6,0,2,0,4,65.5
6445,18,0,0,0,4.5,51.0,0,0,1,2,50.3
6446,15,2,1,4,1.5,59.9,0,0,0,5,45.9
6447,18,0,1,1,6.1,96.4,0,1,0,1,83.5
6448,15,1,0,0,3.6,79.9,0,0,1,3,59.3
6449,14,2,0,0,6.8,52.3,0,3,1,2,77.7
6450,18,1,0,3,4.4,98.4,0,1,0,5,76.0
6451,18,2,1,3,5.7,96.4,0,1,1,3,76.2
6452,19,0,1,4,3.2,85.6,1,2,1,3,54.2
6453,18,2,0,2,3.3,64.2,0,2,1,3,58.2
6454,16,0,1,1,3.8,64.7,0,3,1,1,57.5
6455,15,1,0,1,5.3,93.3,0,2,1,0,89.6
6456,15,0,1,5,4.3,53.0,0,0,1,4,61.6
6457,17,2,0,0,6.5,61.9,1,3,0,1,86.0
6458,16,0,0,3,0.9,58.3,0,2,0,5,32.2
6459,16,2,1,5,7.3,85.8,0,0,1,4,90.6
6460,15,1,1,0,7.4,69.1,0,3,0,4,90.4
6461,16,1,0,4,2.3,95.8,0,3,0,1,56.2
6462,15,1,0,3,1.3,90.1,0,1,0,3,52.9
6463,14,0,0,0,4.8,99.2,0,0,0,4,73.3
6464,14,0,0,2,1.0,64.9,0,1,0,0,24.7
6465,17,2,1,2,2.2,73.7,0,3,1,0,46.3
6466,16,2,1,4,4.3,83.0,0,0,1,0,63.3
6467,14,2,1,3,5.1,98.7,0,0,1,3,79.7
6468,17,1,0,4,2.0,67.2,0,0,1,1,41.0
6469,14,0,1,2,7.5,66.3,0,2,1,2,81.1
6470,14,1,1,3,1.9,81.3,0,3,1,1,55.2
6471,14,1,1,5,1.7,83.3,1,3,0,2,51.7
6472,16,1,0,2,1.7,59.4,0,0,0,1,46.7
6473,19,1,1,1,7.5,72.7,0,3,0,5,89.0
6474,15,2,1,0,7.1,68.9,0,2,0,5,81.1
6475,15,1,1,4,0.7,71.1,0,1,1,4,35.6
6476,15,0,1,2,5.9,57.0,0,1,0,3,62.4
6477,16,2,0,0,1.1,82.4,0,3,1,3,41.8
6478,18,1,1,0,1.1,59.4,0,3,1,3,41.7
6479,15,1,0,3,1.1,51.3,1,3,1,4,34.9
6480,17,1,0,0,6.7,74.8,0,3,0,5,91.6
6481,19,2,0,3,3.7,51.9,0,3,0,3,44.9
6482,19,2,1,0,4.7,83.3,0,1,0,1,61.3
6483,17,2,0,3,0.7,79.7,0,3,1,3,42.3
6484,18,1,0,3,7.3,78.3,0,1,0,4,95.8
6485,19,0,0,3,7.9,54.8,0,1,1,4,81.8
6486,18,1,1,0,2.3,56.2,0,0,1,1,41.3
6487,15,2,0,4,5.4,83.3,0,0,1,2,74.7
6488,14,2,1,1,5.6,51.6,0,1,1,2,68.5
6489,14,2,0,2,7.7,55.8,0,3,1,3,91.6
6490,19,2,1,3,4.1,88.2,0,0,0,1,72.1
6491,17,1,1,0,2.3,58.3,0,0,1,4,42.5
6492,15,0,0,0,3.2,74.8,0,2,1,5,60.4
6493,16,1,1,5,5.3,54.9,0,0,0,3,68.7
6494,15,0,0,3,4.0,61.8,0,3,0,2,48.0
6495,18,2,1,5,1.1,94.0,0,3,1,3,52.0
6496,17,2,1,1,6.6,87.7,0,2,1,0,95.9
6497,19,1,1,2,7.0,59.4,0,3,1,2,71.4
6498,15,1,0,2,4.1,60.7,0,3,0,4,59.6
6499,16,0,0,1,4.4,73.7,0,1,0,4,54.9
6500,14,0,1,1,4.2,81.6,0,1,1,5,66.3
6501,19,0,0,3,4.5,79.1,1,2,1,2,69.6
6502,17,0,1,4,1.3,64.2,0,2,1,4,31.0
6503,17,0,0,2,3.8,97.3,0,0,1,5,61.9
6504,16,2,0,5,3.9,91.8,0,2,1,3,63.4
6505,15,2,1,1,8.0,82.6,0,3,0,0,100.0
6506,19,1,1,4,0.9,95.4,0,1,0,3,45.6
6507,16,0,0,4,2.8,64.7,0,3,1,0,44.3
6508,18,2,1,5,4.2,65.0,1,0,1,3,66.6
6509,14,1,1,0,6.9,65.5,0,2,0,2,89.5
6510,15,1,0,4,4.0,58.0,1,2,0,4,57.8
6511,18,1,0,5,2.7,57.0,0,2,0,1,37.9
6512,14,1,1,1,4.5,95.5,0,1,0,1,74.4
6513,14,2,0,3,2.7,92.9,0,3,0,2,55.2
6514,18,2,0,1,4.6,77.4,1,1,0,2,59.1
6515,15,1,1,5,5.7,83.0,0,0,0,4,88.7
6516,15,2,1,5,4.5,61.9,0,0,1,5,52.6
6517,17,2,0,3,5.1,51.1,0,3,0,0,57.6
6518,15,0,0,5,0.8,72.1,0,2,1,0,30.8
6519,14,2,1,5,5.4,83.5,0,3,1,2,72.2
6520,14,1,1,3,7.8,84.0,1,2,0,4,90.4
6521,14,0,1,1,4.2,80.2,0,0,1,0,66.7
6522,14,2,1,0,6.5,96.3,0,2,1,3,96.0
6523,18,2,1,3,4.6,60.5,1,3,1,0,55.0
6524,15,1,1,0,5.8,63.2,0,3,1,0,77.5
6525,14,0,1,4,2.8,54.0,0,2,0,2,45.3
6526,14,2,0,2,7.8,96.8,0,2,0,0,100.0
6527,16,2,0,2,2.1,72.7,0,1,1,4,46.4
6528,19,0,0,1,1.7,70.1,1,3,1,4,49.0
6529,16,1,0,0,0.8,99.3,0,2,0,4,43.3
6530,14,0,1,0,4.6,71.4,0,2,1,1,69.5
6531,15,0,1,2,5.1,66.7,0,0,1,2,62.1
6532,16,1,1,0,5.4,60.4,0,1,0,4,58.9
6533,15,0,0,0,1.8,72.0,0,3,0,0,47.7
6534,19,1,1,3,5.4,84.3,0,0,1,2,81.0
6535,18,1,0,2,1.7,95.7,0,2,0,3,52.8
6536,16,1,0,3,6.2,59.6,0,1,1,2,80.1
6537,19,2,0,5,2.6,84.6,1,1,0,3,58.8
6538,15,0,0,4,3.7,50.3,1,3,0,4,49.8
6539,14,2,1,2,3.3,90.0,0,0,1,4,63.8
6540,19,0,0,5,3.3,64.0,0,1,1,0,57.4
6541,19,0,0,0,5.9,52.0,0,0,1,4,62.5
6542,15,1,0,5,8.0,69.7,1,3,1,4,86.8
6543,17,0,1,0,4.5,94.6,1,1,0,2,69.7
6544,15,0,0,5,3.5,61.6,0,0,0,0,55.8
6545,17,1,0,2,2.7,64.4,1,1,0,4,55.7
6546,18,2,0,2,5.2,58.4,0,0,0,4,56.3
6547,18,1,0,3,3.9,99.1,0,0,1,1,65.1
6548,17,2,1,4,6.3,71.6,1,3,0,2,72.7
6549,18,0,0,1,5.1,97.4,0,2,1,4,71.2
6550,17,0,0,1,3.6,54.6,0,0,1,3,55.9
6551,18,1,0,0,7.6,72.4,0,1,0,3,99.1
6552,15,2,0,0,0.6,73.7,0,2,1,5,37.1
6553,16,2,0,0,5.7,62.8,1,2,1,5,71.2
6554,16,0,0,1,3.6,74.9,0,1,0,4,66.8
6555,17,1,1,2,1.4,67.5,0,1,1,1,45.9
6556,14,1,1,4,1.2,62.3,0,3,0,5,31.6
6557,15,2,0,5,5.4,68.3,1,3,0,2,63.8
6558,19,0,0,0,1.6,81.8,0,2,0,1,40.4
6559,14,1,0,5,6.9,73.4,0,1,0,1,90.2
6560,17,2,1,1,2.8,70.5,0,3,0,3,55.8
6561,17,1,0,0,3.1,92.7,0,3,1,2,61.7
6562,16,2,0,4,5.5,82.2,0,1,0,3,68.8
6563,14,1,0,3,2.2,81.8,0,1,1,5,56.3
6564,14,1,0,0,0.6,61.1,0,1,0,1,30.6
6565,15,0,1,3,3.8,87.5,0,2,1,2,62.8
